"Team","ShortName","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","OBP","SLG","OPS","wOBA","BB%","K%","BB/K","ISO","Spd","BABIP","UBR","GDPRuns","wRC","wRAA","UZR","wBsR","BaseRunning","WAR","Off","Def","wRC+","FPTS","FPTS_G","SPTS","SPTS_G","ADP","Pos","minpos","UPURL","teamid","League","PlayerName","xMLBAMID","playerids","playerid","projection_system","projection_type","season"
"COL","Rockies",128.102,465.821,522.869,120.123,81.7622,23.0676,3.7913,11.5014,65.4314,53.1455,40.2792,0.783619,114.886,11.239,3.616,1.91398,8.92011,15.779,4.62623,0.257873,0.329473,0.397743,0.727216,0.318924,0.0770349,0.219723,0.3506,0.13987,6.06878,0.316634,,,64.2723,2.49126,-0.65,0.386585,0.386585,1.33627,-5.55945244431496,1.22418749332428,90.4051,577.7,4.51328125,577.7,4.51328125,259.109985351562,0,"OF","/players/willi-castro/17338/stats/batting",19,"NL","Willi Castro",650489,"17338","17338","batx","thebatx",2026
"TOR","Blue Jays",139.493,516.762,553.591,131.285,93.4155,24.6858,2.84915,10.335,59.9114,53.8702,23.3605,0.880813,60.3701,3.52341,4.78751,5.15755,8.59562,10.5898,3.01921,0.254054,0.288402,0.37285,0.661252,0.286722,0.0421981,0.109052,0.386954,0.118796,5.06952,0.268275,,,53.5751,-11.836,2.93,0.0931695,0.0931695,1.33096,-11.2212082743645,5.17626404762268,82.6592,493.7,3.551798561,493.7,3.551798561,339.589996337891,0,"3B","/players/ernie-clement/20352/stats/batting",14,"AL","Ernie Clement",676391,"20352","20352","batx","thebatx",2026
"MIN","Twins",117.686,417.608,480.716,91.4432,48.4249,19.8914,0.886149,22.2407,60.7729,62.8059,49.0699,1.06407,151.832,10.8206,2.83367,0.383375,6.12786,4.26793,1.32836,0.218969,0.31506,0.430616,0.745677,0.324163,0.102077,0.315845,0.323186,0.211648,3.74398,0.280889,,,61.1358,4.33549,-1.45,-0.398439,-0.398439,1.32444,3.61851969361305,-7.21892142295837,107.09,546.9,4.634745762,546.9,4.634745762,373.179992675781,0.15,"OF","/players/matt-wallner/26466/stats/batting",8,"AL","Matt Wallner",670242,"26466","26466","batx","thebatx",2026
"MIL","Brewers",129.194,488.846,537.402,125.372,78.6065,24.8833,0.173747,21.7089,59.0368,79.4353,36.1358,0.355991,105.064,6.62146,4.98745,0.811041,10.9188,0.622036,0.251873,0.256466,0.313329,0.441304,0.754634,0.325498,0.0672417,0.195503,0.343941,0.184838,1.67159,0.282415,,,68.9274,5.42919,-0.15,-0.777593,-0.777593,1.32159,5.15640926361084,-10.1186727583408,109.317,621.2,4.815503875,621.2,4.815503875,283.779998779297,0.15178571,"1B/OF","/players/andrew-vaughn/26197/stats/batting",23,"NL","Andrew Vaughn",683734,"26197","26197","batx","thebatx",2026
"CHW","White Sox",124.488,470.387,531.292,117.524,92.3089,19.1481,1.50799,4.55863,56.3489,39.472,48.9058,0.024806,79.1221,7.30004,2.99644,1.70282,13.3608,10.4621,3.74406,0.249845,0.328046,0.326037,0.654083,0.294915,0.0920508,0.148924,0.618106,0.0761925,4.22206,0.289875,,,54.9513,-7.82491,0.38,-0.421121,-0.421121,1.30296,-8.28451186418533,2.73336088657379,87.4425,480.1,3.871774193,480.1,3.871774193,616.609985351562,0,"2B/SS","/players/chase-meidroth/31580/stats/batting",4,"AL","Chase Meidroth",805367,"31580","31580","batx","thebatx",2026
"SFG","Giants",136.896,515.987,568.8,138.966,94.7585,32.6018,4.02863,7.57664,66.6528,55.9091,41.9765,1.36139,64.2488,5.08819,4.99077,0.757749,11.8486,8.28973,2.24428,0.26932,0.327494,0.39217,0.719664,0.314127,0.0737984,0.112955,0.653343,0.12285,4.98824,0.292527,,,67.7033,0.495215,-3.28,-0.188411,-0.188411,1.30031,1.94586373865604,-8.16081738471985,103.166,606.7,4.428467153,606.7,4.428467153,347.390014648438,0.01342282,"OF","/players/jung-hoo-lee/33824/stats/batting",30,"NL","Jung Hoo Lee",808982,"33824","33824","batx","thebatx",2026
"PIT","Pirates",95.413,362.19,394.5,94.8087,65.0099,20.4044,2.20376,7.19072,42.8991,41.8952,22.9847,0.501212,79.6063,4.99881,3.39124,0.935138,7.63811,3.26928,0.974062,0.261765,0.312,0.38983,0.701831,0.305827,0.058263,0.20179,0.28873,0.128065,4.38995,0.314286,,,44.298,-2.31519,0.41,-0.355643,-0.355643,1.29945,-3.53374803066254,3.10944190621376,93.2029,392.1,4.127368421,392.1,4.127368421,999,0,"2B","/players/nick-gonzales/27490/stats/batting",27,"NL","Nick Gonzales",693304,"27490","27490","batx","thebatx",2026
"TOR","Blue Jays",104.06,375.116,416.362,92.1221,57.8,17.9213,0.862784,15.538,53.3984,49.7994,34.9657,0.9619,99.5403,3.14378,2.1301,1.00639,7.77214,8.44979,2.45215,0.245583,0.313542,0.422224,0.735766,0.319134,0.0839791,0.239072,0.351272,0.176641,4.56195,0.292119,,,51.2514,2.05499,0.87,0.0589452,0.0589452,1.29681,2.50623443722725,-4.1617077589035,104.987,472.1,4.539423076,472.1,4.539423076,581.440002441406,0.02816901,"OF","/players/jesus-sanchez/19913/stats/batting",14,"AL","Jesús Sánchez",660821,"19913","19913","batx","thebatx",2026
"TBR","Rays",73.891,228.745,256.055,48.3449,33.3106,10.2007,0.529588,4.304,23.0106,23.8139,24.1324,0.334331,66.1508,1.20816,1.61641,0.353178,4.86344,0.469629,0.159772,0.211349,0.288169,0.317021,0.60519,0.270594,0.094247,0.258346,0.364809,0.105672,2.38302,0.275416,,,21.4274,-8.82742,7.49,-0.356492,-0.356492,1.29051,-9.39108845591545,13.1914658546448,70.0634,187.1,2.528378378,187.1,2.528378378,999,0.02777778,"C","/players/hunter-feduccia/23372/stats/batting",12,"AL","Hunter Feduccia",676439,"23372","23372","batx","thebatx",2026
"TEX","Rangers",122.586,440.149,502.737,103.002,72.0825,19.9341,2.30574,8.67962,55.6785,43.2151,45.9331,0.990125,94.0188,10.2495,3.47294,2.93259,9.2847,9.14701,2.70056,0.234016,0.318494,0.348942,0.667436,0.297465,0.0913661,0.187014,0.488552,0.114926,4.89252,0.276667,,,53.0388,-6.36345,-0.86,-0.11675,-0.11675,1.27234,-5.53146395087242,0.663917064666748,90.8618,467.5,3.800813008,467.5,3.800813008,495.940002441406,0.07284768,"3B/SS","/players/josh-smith/26396/stats/batting",13,"AL","Josh Smith",669701,"26396","26396","batx","thebatx",2026
"PIT","Pirates",124.819,453.122,511.063,118.792,81.1682,22.7596,1.96991,12.8944,59.1672,57.8809,47.7224,2.56985,96.8393,4.92115,4.32092,0.976433,10.372,3.85898,1.09313,0.262164,0.336091,0.406457,0.742549,0.323705,0.0933786,0.189486,0.492799,0.144294,3.64607,0.304558,,,64.8051,4.4191,0.53,-0.542276,-0.542276,1.26762,2.75894385576248,-7.37243723869324,105.45,577.5,4.62,577.5,4.62,279.149993896484,0.33333333,"1B/DH","/players/ryan-ohearn/16442/stats/batting",27,"NL","Ryan O'Hearn",656811,"16442","16442","batx","thebatx",2026
"BOS","Red Sox",131.926,473.422,526.254,118.254,85.6945,21.1148,2.89781,8.54663,60.5571,47.5898,32.4327,0.995567,56.9967,12.9742,4.03725,3.38745,10.9683,18.6489,5.12955,0.249785,0.313006,0.360786,0.673792,0.297325,0.0616294,0.108306,0.569028,0.111001,5.82071,0.266333,,,55.4599,-6.72108,0.66,0.770231,0.770231,1.26628,-8.43207132816315,2.6958948969841,85.1636,507.5,3.844696969,507.5,3.844696969,224.309997558594,0,"3B","/players/caleb-durbin/29646/stats/batting",3,"AL","Caleb Durbin",702332,"29646","29646","batx","thebatx",2026
"PHI","Phillies",106.966,395.024,429.099,105.069,79.0427,18.656,1.95218,5.41835,52.492,35.7805,26.6118,0.78586,88.7521,2.17302,1.73288,3.55752,9.14572,22.548,3.27992,0.265982,0.31455,0.364243,0.678793,0.298204,0.0620178,0.206834,0.299844,0.098261,6.4752,0.329331,,,45.5275,-5.17386,0,2.45976,2.45976,1.26008,-3.5138533115387,1.55360925197601,88.2541,428.8,4.007476635,428.8,4.007476635,999,0,"OF","/players/justin-crawford/sa3020240/stats/batting",26,"NL","Justin Crawford",702222,"sa3020240","sa3020240","batx","thebatx",2026
"STL","Cardinals",119.593,447.958,499.81,107.264,74.9943,22.0047,1.60015,8.66491,52.2705,46.3672,41.1167,1.21457,93.1737,6.23624,3.23278,1.26629,9.94026,8.027,1.51063,0.239451,0.310137,0.353747,0.663884,0.293586,0.0822647,0.186418,0.441291,0.114296,4.52372,0.282234,,,51.156,-7.90041,0,0.187091,0.187091,1.25708,-6.41842107474804,2.07626724243164,88.8492,461.6,3.846666666,461.6,3.846666666,999,0,"SS","/players/jonathan-wetherholt/sa3025154/stats/batting",28,"NL","JJ Wetherholt",802139,"sa3025154","sa3025154","batx","thebatx",2026
"BAL","Orioles",100.402,353.993,400.87,84.636,53.8077,18.3717,1.50329,10.9534,49.2875,40.7072,40.1856,1.11121,95.2291,2.35549,3.15443,1.18125,5.02861,10.558,2.452,0.239089,0.31819,0.392308,0.710498,0.310854,0.100246,0.237556,0.421988,0.153219,5.35913,0.293597,,,46.6494,-0.716527,2.01,0.478728,0.478728,1.25431,0.537112478166819,-2.07481741905212,100.124,430.3,4.303,430.3,4.303,424.359985351562,0,"OF","/players/dylan-beavers/31695/stats/batting",2,"AL","Dylan Beavers",687637,"31695","31695","batx","thebatx",2026
"WSN","Nationals",122.736,465.768,501.225,123.162,83.6091,24.0782,1.17439,14.3003,56.2302,60.987,28.043,1.68759,80.7775,1.89284,4.80505,0.715913,9.59842,13.3077,4.59144,0.264428,0.305884,0.413274,0.719159,0.309748,0.0559489,0.16116,0.347163,0.148847,4.54883,0.289915,,,57.8777,-1.34587,0.34,0.042814,0.042814,1.24268,-1.2685754597187,-3.26140847802162,97.7925,530.4,4.312195121,530.4,4.312195121,252.25,0.01503759,"2B","/players/luis-garcia-jr/20391/stats/batting",24,"NL","Luis García Jr.",671277,"20391","20391","batx","thebatx",2026
"ATH","Athletics",97.88,345.906,378.895,76.8474,50.5439,16.8088,1.8326,7.66212,43.5302,31.602,24.9897,0.0703115,128.932,5.07193,1.71063,1.21675,6.01878,11.159,2.59827,0.222163,0.283069,0.347805,0.630874,0.278206,0.0659543,0.340286,0.19382,0.125642,6.12012,0.327858,,,34.0488,-10.7205,8.79,0.636099,0.636099,1.23648,-11.2561008930206,10.3004937171936,73.37,323.6,3.302040816,323.6,3.302040816,739.22998046875,0,"OF","/players/denzel-clarke/29858/stats/batting",10,"AL","Denzel Clarke",672016,"29858","29858","batx","thebatx",2026
"SDP","Padres",127.286,467.421,518.648,113.855,70.3317,20.7377,3.25452,19.5307,67.2378,63.1769,37.2064,0.646433,137.195,9.87483,3.54012,0.605664,9.48697,8.52579,3.06132,0.24358,0.310662,0.427224,0.737885,0.319648,0.0717373,0.264525,0.271193,0.183643,5.21626,0.30017,,,64.0586,2.77637,-4.13,-0.31936,-0.31936,1.22889,4.77850344777107,-10.0228705406189,108.293,587.1,4.622834645,587.1,4.622834645,223.899993896484,0.06122449,"OF","/players/ramon-laureano/17128/stats/batting",29,"NL","Ramón Laureano",657656,"17128","17128","batx","thebatx",2026
"ARI","Diamondbacks",91.341,308.656,340.289,74.1436,49.4676,15.3934,2.18663,7.09594,41.0978,33.1455,24.5455,0.817653,93.8538,3.95207,2.14006,0.99567,4.77524,12.5637,2.86725,0.240214,0.302514,0.373225,0.675739,0.295755,0.0721312,0.275806,0.261529,0.133011,6.50231,0.319509,,,35.4279,-4.77984,3.71,0.829256,0.829256,1.21004,-4.33223444223404,4.83766663074493,87.2023,329.4,3.619780219,329.4,3.619780219,275.260009765625,0.25,"3B/SS","/players/jordan-lawlar/29976/stats/batting",15,"NL","Jordan Lawlar",691783,"29976","29976","batx","thebatx",2026
"SFG","Giants",139.275,560.553,607.785,165.479,136.619,25.3962,3.4496,0.0143657,64.9381,52.186,32.9765,2.64094,21.2489,4.01693,5.26178,4.97653,14.581,8.0837,2.97957,0.295207,0.335882,0.352897,0.688779,0.302783,0.0542569,0.0349611,1.55192,0.0576903,4.39537,0.303855,,,66.7455,-5.06899,-3.26,-0.732144,-0.732144,1.20981,-4.0497367978096,-4.34672749042511,95.3945,570.4,4.103597122,570.4,4.103597122,282.989990234375,0.18125,"1B/2B","/players/luis-arraez/18568/stats/batting",30,"NL","Luis Arraez",650333,"18568","18568","batx","thebatx",2026
"HOU","Astros",135.286,509.273,568.424,116.694,67.9507,21.5515,0.134357,27.0572,67.8467,76.9502,46.5962,1.14011,144.98,7.38762,4.54903,0.618632,8.73427,3.76569,1.37689,0.229138,0.300592,0.431372,0.731963,0.315969,0.0819743,0.255056,0.321398,0.202233,2.8091,0.26226,,,68.5083,1.34463,1.49,-0.608166,-0.608166,1.20927,1.25304573774338,-8.99785780906677,102.778,630.6,4.671111111,630.6,4.671111111,208.490005493164,0.01298701,"1B","/players/christian-walker/13419/stats/batting",21,"AL","Christian Walker",572233,"13419","13419","batx","thebatx",2026
"STL","Cardinals",89.652,305.492,332.492,66.3826,45.8247,12.0733,0.302012,8.18264,29.4391,33.8495,20.1178,0.657639,88.4657,3.16005,2.2492,1.47286,6.06255,0.620312,0.297193,0.217297,0.270862,0.33915,0.610012,0.267705,0.060506,0.266069,0.227408,0.121853,2.12219,0.275708,,,27.0442,-12.2423,5.54,-0.449494,-0.449494,1.19596,-11.8304150700569,12.4575924873352,71.1197,245.5,2.727777777,245.5,2.727777777,999,0,"C","/players/pedro-pages/25782/stats/batting",28,"NL","Pedro Pagés",686780,"25782","25782","batx","thebatx",2026
"CIN","Reds",69.89,233.507,253.441,54.0979,38.9349,8.97923,0.0148854,6.16886,22.7232,26.5859,14.2229,0.189693,40.0285,1.63328,1.96954,1.3601,5.94524,0.321261,0.197433,0.231676,0.278333,0.349512,0.627846,0.275036,0.0561192,0.15794,0.35532,0.117836,1.67772,0.253219,,,22.1227,-7.82326,7.45,-0.377061,-0.377061,1.18887,-9.65480729937553,12.8427467346191,69.1133,198.9,2.841428571,198.9,2.841428571,999,0.01075269,"C","/players/jose-trevino/16725/stats/batting",18,"NL","Jose Trevino",624431,"16725","16725","batx","thebatx",2026
"MIL","Brewers",131.546,494.108,548.648,123.755,92.1432,20.8889,4.64607,6.07666,59.9995,46.8014,42.7097,0.738716,74.5129,5.43895,3.39966,2.28661,10.6474,16.5823,3.67937,0.250461,0.31504,0.348438,0.663477,0.293901,0.0778453,0.135812,0.573185,0.0979766,5.98472,0.282257,,,56.2949,-8.53208,5.53,0.888411,0.888411,1.172,-7.12829661369324,0.329783916473389,87.6716,511.3,3.873484848,511.3,3.873484848,216.699996948242,0,"OF","/players/sal-frelick/29622/stats/batting",23,"NL","Sal Frelick",686217,"29622","29622","batx","thebatx",2026
"HOU","Astros",116.28,411.614,459.496,99.5624,67.7553,20.1975,1.32512,10.2845,52.4542,44.7569,38.7307,1.24773,121.029,5.87909,2.60074,0.671461,8.3566,6.73419,1.77668,0.241883,0.314221,0.372348,0.686569,0.302227,0.0842896,0.263395,0.320013,0.130465,4.44905,0.31558,,,50.2533,-4.03965,3.93,-0.114303,-0.114303,1.14831,-3.73636160045862,-0.855185270309448,93.3119,448.4,3.865517241,448.4,3.865517241,387.049987792969,0.0075188,"OF","/players/cam-smith/35108/stats/batting",21,"AL","Cam Smith",701358,"35108","35108","batx","thebatx",2026
"KCR","Royals",102.042,341.912,383.234,81.2309,50.2211,16.9832,2.9365,11.09,45.469,43.8452,36.1646,1.31222,100.607,2.07944,2.51017,0.567374,5.52955,4.6952,1.30106,0.237578,0.312217,0.401732,0.713948,0.310542,0.0943669,0.262521,0.359464,0.164154,4.99528,0.301389,,,44.5001,-0.781926,-2.27,-0.169121,-0.169121,1.12468,-2.22524043917656,0.0275454521179199,95.4479,402.1,3.942156862,402.1,3.942156862,999,0.47368421,"C/DH","/players/carter-jensen/29478/stats/batting",7,"AL","Carter Jensen",695600,"29478","29478","batx","thebatx",2026
"MIN","Twins",130.945,480.436,543.883,118.743,77.1812,20.6457,0.201093,20.715,64.2906,67.5463,54.3699,1.31526,104.44,4.05891,4.254,0.611017,13.1089,1.57017,0.625008,0.247157,0.326212,0.420318,0.746531,0.325014,0.0999661,0.192027,0.520582,0.173162,2.13476,0.272653,,,69.5449,5.28094,-0.92,-0.828487,-0.828487,1.10519,4.09206765890121,-12.0095157027245,107.676,619.7,4.730534351,619.7,4.730534351,655.349975585938,0.7480916,"1B","/players/josh-bell/13145/stats/batting",8,"AL","Josh Bell",605137,"13145","13145","batx","thebatx",2026
"CLE","Guardians",126.496,458.789,518.766,106.721,60.8051,21.6945,0.731361,23.49,59.2366,72.4611,48.7325,2.03047,122.108,5.71272,5.11918,0.412867,6.64618,1.34033,0.508922,0.232615,0.31092,0.43669,0.74761,0.321993,0.0939392,0.235381,0.399095,0.204075,2.52155,0.261478,,,65.0606,3.76442,-0.37,-0.687788,-0.687788,1.07809,3.92058521509171,-11.2384415864944,107.537,590,4.682539682,590,4.682539682,245.380004882812,0.59124088,"1B/DH","/players/kyle-manzardo/29794/stats/batting",5,"AL","Kyle Manzardo",700932,"29794","29794","batx","thebatx",2026
"PHI","Phillies",120.855,419.386,473.03,103.512,69.8216,19.6156,2.85512,11.2199,56.8304,47.3445,45.9073,1.22928,132.14,2.92139,2.85548,1.9597,7.0946,10.0511,2.62321,0.246818,0.323393,0.387466,0.710859,0.311926,0.0970494,0.279349,0.347413,0.140647,5.28199,0.330938,,,55.4587,-0.433476,-0.19,0.16079,0.16079,1.07219,-1.15431229770184,-4.10397046804428,97.6543,499.5,4.128099173,499.5,4.128099173,642.299987792969,0,"OF","/players/brandon-marsh/20202/stats/batting",26,"NL","Brandon Marsh",669016,"20202","20202","batx","thebatx",2026
"TEX","Rangers",130.059,491.031,531.516,118.244,68.2101,23.0053,0.826397,26.2021,63.1898,75.8438,29.1847,0.702584,133.876,7.49168,3.25601,0.552678,9.34068,2.02365,0.684771,0.240807,0.291772,0.451108,0.742881,0.318314,0.0549084,0.251876,0.217998,0.210301,3.00464,0.275402,,,65.0721,2.26936,-0.47,-0.563483,-0.563483,1.06435,2.70891904830933,-10.5998675525188,105.224,595.6,4.581538461,595.6,4.581538461,238.220001220703,0.0990099,"1B/3B","/players/jake-burger/22275/stats/batting",13,"AL","Jake Burger",669394,"22275","22275","batx","thebatx",2026
"SDP","Padres",117.949,398.693,434.63,91.3646,67.4143,12.9714,2.19004,8.78883,42.6193,39.4064,26.1175,0.766587,88.814,2.96101,3.18229,3.6766,8.93562,2.58823,0.954987,0.229161,0.279481,0.338814,0.618295,0.271443,0.0600915,0.204344,0.29407,0.109653,3.77919,0.271388,,,36.6707,-14.6842,0,-0.505392,-0.505392,1.05557,-13.2441387176514,9.10100269317627,75.2706,334.2,2.832203389,334.2,2.832203389,722.380004882812,0.04672897,"C","/players/freddy-fermin/21840/stats/batting",29,"NL","Freddy Fermin",666023,"21840","21840","batx","thebatx",2026
"TOR","Blue Jays",114.816,427.122,470.267,101.321,60.0183,22.8038,1.31611,17.1826,56.0042,57.6173,35.6346,1.89956,115.951,4.18017,2.90017,0.42992,7.5449,4.31936,1.15222,0.237217,0.300393,0.417456,0.717848,0.309761,0.0757753,0.246564,0.307325,0.180238,4.04872,0.2834,,,54.3079,-1.25779,-2.07,-0.254507,-0.254507,1.05556,-1.06921055912971,-4.79960966110229,98.5301,495.6,4.309565217,495.6,4.309565217,196.75,0.00671141,"3B/OF","/players/addison-barger/24598/stats/batting",14,"AL","Addison Barger",680718,"24598","24598","batx","thebatx",2026
"NYM","Mets",123.238,450.831,507.036,109.027,66.8795,21.6587,0.756482,19.732,60.5523,63.197,45.8217,1.36408,104.503,3.65305,3.90423,1.37365,7.50718,5.54214,1.85504,0.241835,0.314356,0.424536,0.738892,0.32,0.0903718,0.206106,0.438472,0.182701,3.71189,0.27018,,,62.7692,2.85895,-1.34,-0.41037,-0.41037,1.04142,4.45513454079628,-11.1454924345016,108.096,572.7,4.65609756,572.7,4.65609756,213.429992675781,0.66666667,"2B/SS","/players/jorge-polanco/13152/stats/batting",25,"NL","Jorge Polanco",593871,"13152","13152","batx","thebatx",2026
"BOS","Red Sox",107.733,384.04,420.26,94.0369,61.0476,21.6526,1.30888,10.0279,45.4376,46.5627,30.8223,1.98482,99.7704,1.99723,2.82799,0.57259,7.08645,6.84307,1.81709,0.244862,0.302264,0.386395,0.688659,0.29893,0.073341,0.237402,0.308932,0.141532,4.44609,0.303206,,,44.8375,-4.81947,1.12,0.0179097,0.0179097,1.03158,-6.78303462825716,2.4009782075882,86.2697,412.6,3.82037037,412.6,3.82037037,621.179992675781,0,"3B","/players/marcelo-mayer/29668/stats/batting",3,"AL","Marcelo Mayer",691785,"29668","29668","batx","thebatx",2026
"DET","Tigers",98.881,355.639,396.763,78.0746,50.3505,13.3927,4.83648,9.49502,47.9003,34.7182,34.9458,0.73769,101.758,2.58767,2.60274,0.987888,4.18871,11.324,2.53699,0.219533,0.292106,0.364486,0.656591,0.287892,0.0880773,0.25647,0.343421,0.144952,6.98197,0.277663,,,38.7747,-8.10592,2.17,0.650542,0.650542,1.0099,-7.48110747337341,3.69594132900238,82.611,358.1,3.617171717,358.1,3.617171717,999,0,"OF","/players/parker-meadows/23800/stats/batting",6,"AL","Parker Meadows",678009,"23800","23800","batx","thebatx",2026
"NYY","Yankees",95.062,318.333,360.446,68.617,46.8479,12.6331,1.15853,7.97759,49.4516,24.869,31.042,0.346958,94.1697,6.52354,2.19785,2.34963,3.82759,33.2235,7.87024,0.215551,0.296519,0.337696,0.634216,0.282826,0.086121,0.261259,0.329638,0.122145,7.31838,0.277674,,,33.7429,-8.84654,0,2.86672,2.86672,0.99474,-5.41736316680908,2.73396587371826,80.5001,341.3,3.592631578,341.3,3.592631578,205.419998168945,0.01282051,"2B/SS","/players/jose-caballero/23401/stats/batting",9,"AL","José Caballero",676609,"23401","23401","batx","thebatx",2026
"PIT","Pirates",75.972,252.006,281.592,54.8921,35.0893,10.5443,0.781107,8.47734,30.6092,29.9331,20.8645,0.836438,73.9511,5.57948,1.66425,1.47762,4.35208,3.92435,1.2525,0.21782,0.290367,0.366779,0.657146,0.28843,0.0740946,0.262618,0.282138,0.148959,4.41801,0.271048,,,27.6423,-5.62995,0.74,-0.12875,-0.12875,0.981794,-6.37464274466038,6.60203719139099,81.2854,254.6,3.35,254.6,3.35,746.859985351562,0,"C/OF","/players/henry-davis/29617/stats/batting",27,"NL","Henry Davis",680779,"29617","29617","batx","thebatx",2026
"TOR","Blue Jays",86.345,284.051,327.046,60.2534,33.6586,12.5607,0.648244,13.3858,39.7984,40.147,36.7158,0.0144718,95.1673,3.59458,2.38405,0.30104,3.25084,3.47201,1.15632,0.212122,0.307774,0.402281,0.710055,0.311265,0.112265,0.29099,0.385802,0.190159,3.79014,0.263476,,,38.1678,-0.475243,0.55,-0.267356,-0.267356,0.967888,-0.434455618262291,-1.36182576417923,99.5665,343.5,3.994186046,343.5,3.994186046,999,0.01176471,"2B/OF","/players/davis-schneider/23565/stats/batting",14,"AL","Davis Schneider",676914,"23565","23565","batx","thebatx",2026
"WSN","Nationals",97.991,255.15,288.325,58.3094,39.4051,12.0683,0.677045,6.15899,29.7427,28.5355,26.9455,0.475183,66.7479,3.93034,1.7978,0.501687,4.9822,6.29521,1.08044,0.22853,0.309861,0.353553,0.663414,0.294568,0.0934553,0.231502,0.40369,0.125022,4.53135,0.283364,,,29.7402,-4.32758,2.6,0.355749,0.355749,0.964386,-3.95199868083,3.78524303436279,87.3941,268.3,2.737755102,268.3,2.737755102,692.059997558594,0.2,"C","/players/harry-ford/29958/stats/batting",24,"NL","Harry Ford",695670,"29958","29958","batx","thebatx",2026
"LAA","Angels",92.603,330.16,372.638,77.1694,48.3898,16.1508,0.656141,11.9727,40.0543,41.8429,35.2455,0.876426,97.7201,4.18699,2.60146,0.443723,6.46612,0.90394,0.300904,0.233733,0.313282,0.395415,0.708698,0.310089,0.0945838,0.262239,0.360678,0.161682,2.54291,0.292272,,,43.1328,-0.897276,-2.11,-0.516426,-0.516426,0.945795,-1.84517234563828,-1.73624616861343,96.9746,385,4.139784946,385,4.139784946,743.299987792969,0.01298701,"3B","/players/yoan-moncada/17232/stats/batting",1,"AL","Yoán Moncada",660162,"17232","17232","batx","thebatx",2026
