"bacon","hr","xbh"
0.293152991522377,0.206766049824512,0.50008095865311
0.233662404493442,0.20562170364342,0.560715891863137
0.326593679646576,0.286875515526318,0.386530804827106
0.353759993343294,0.167275089695554,0.478964916961152
0.314043412771103,0.319540317019502,0.366416270209395
0.326668027672591,0.258974227747087,0.414357744580323
0.166483980387971,0.188200988263195,0.645315031348835
0.300716312906643,0.166402123537687,0.53288156355567
0.344938410500104,0.255463697354092,0.399597892145803
0.371457569852708,0.253785287873467,0.374757142273825
0.30694765913549,0.223750269565898,0.469302071298611
0.248254831904734,0.169847236585428,0.581897931509839
0.347478879224011,0.201360913627533,0.451160207148456
0.348168791587407,0.247056372195525,0.404774836217069
0.2225722216307,0.135226758385353,0.642201019983947
0.24744296263686,0.191589873696288,0.560967163666851
0.351952942602022,0.143726218644143,0.504320838753836
0.257305806182906,0.323181002387852,0.419513191429241
0.31951958741454,0.3041740943309,0.376306318254559
0.332896227656861,0.203643902998113,0.463459869345026
0.393248739333234,0.19742959420579,0.409321666460976
0.337332872698484,0.17107966902377,0.491587458277745
0.383806565170621,0.248702002399605,0.367491432429773
0.339142624519262,0.182147191339988,0.47871018414075
0.419205918140421,0.145151240032916,0.435642841826662
0.403437859396604,0.232872072822089,0.363690067781308
0.345703817912379,0.160814406545177,0.493481775542444
0.319764663654692,0.281724145628376,0.398511190716932
0.416963732785271,0.248211770353609,0.33482449686112
0.266697474410023,0.330457508158825,0.402845017431152
0.364497399587727,0.231413622383757,0.404088978028516
0.286808402248758,0.211768497446418,0.501423100304824
0.420079071461942,0.267785662024266,0.312135266513792
0.411000970111933,0.161713420024002,0.427285609864065
0.418050634979541,0.190810897418676,0.391138467601783
0.195591031810248,0.216177346609494,0.588231621580258
0.305480481323699,0.251396738884831,0.44312277979147
0.372025461176663,0.0945327407586036,0.533441798064733
0.296549102865036,0.224715570479408,0.478735326655556
0.276381400476841,0.251190934428223,0.472427665094936
0.33285513287202,0.16580236188907,0.50134250523891
0.363468635426023,0.177390204553325,0.459141160020652
0.380893144294606,0.198295393615434,0.420811462089959
0.348796882095254,0.225161120837248,0.426041997067498
0.297004606479225,0.237997196646751,0.464998196874023
0.314859540806161,0.189741048881822,0.495399410312016
0.228410261595336,0.182397606176425,0.589192132228239
