"bacon_resid","hr_resid","xbh_resid"
0.262635678013045,8.57405128352195e-05,0.73727858147412
0.999999701001329,9.83670803363133e-20,2.98998671319164e-07
0.999999999866532,1.59027503240564e-22,1.3346764208205e-10
0.999999999941254,4.11450808701882e-27,5.87461767485777e-11
0.999998988581778,1.52346142018242e-19,1.01141822235976e-06
0.999999983910539,3.2844985234818e-22,1.60894605731163e-08
0.999999995815929,5.81647348970785e-23,4.18407137937398e-09
0.259364483361674,3.33484273300859e-09,0.740635513303483
0.999999997934332,4.11454299515615e-22,2.06566837082295e-09
0.999999999997801,2.45271571689684e-28,2.19864124438377e-12
0.999997261280587,9.23390510624329e-15,2.73871940397383e-06
0.999999998021946,5.42878571901134e-23,1.97805375544668e-09
0.999999999999795,3.58364586405568e-31,2.05025695724598e-13
0.999997041431827,1.65341372535165e-11,2.95855163929961e-06
0.99998567325624,1.26397464995079e-17,1.43267437594322e-05
0.99999999997513,5.49547015816085e-28,2.48706302760104e-11
0.999999984065426,2.26738906959236e-22,1.59345741261928e-08
0.9999993993066,2.14842356239611e-14,6.00693378649662e-07
0.23694131076119,0.000113122869650485,0.762945566369159
0.76097875202968,7.80527057674655e-08,0.239021169917614
0.628978150333274,3.25090322507443e-13,0.371021849666401
0.999999999860855,6.09497227334284e-24,1.39145205616291e-10
0.379353620240484,0.000245868020056698,0.620400511739459
