"player_type","player_name","team","position","adp","pa","ab","h","2b","3b","bb","hbp","hr","sb","cs","r","rbi","ip","k","sv","hld","ottoneu_fg_pts"
"hitter","José Tena","WSN","",600.89,267.4,244.9,59.9,12,1,17.9,1.7,5,7.9,2.8,27.7,25.4,,,,,243.8
"hitter","Amed Rosario","NYY","3B",595.84,254,237.1,62.2,11.5,1.1,11.9,2.1,4.6,5.4,1.4,28.8,26.1,,,,,242.5
"hitter","Matt Vierling","DET","OF",597.58,246.1,221.8,54,10.4,0.9,19.3,2.3,6.2,3.1,1,28,25.2,,,,,242.1
"pitcher","Trevor McDonald","SFG","P",599.95,,,65,,,22,3,7,,,,,63,51,0,1,242.1
"hitter","Angel Martínez","CLE","2B, OF",579.11,275.2,250.9,58.6,12.6,1.1,17.7,2.9,5.8,4.5,1.7,29.3,27,,,,,240.5
"hitter","Kyle Higashioka","TEX","C",472.53,269.9,248.3,55.1,10.7,0.3,16.8,1.3,9.7,2,0.8,27.8,32.1,,,,,240.4
"pitcher","Javier Assad","CHC","P",,,,58,,,22,3,8,,,,,59,48,0,7,236.4
"hitter","Javier Sanoja","MIA","2B, 3B, OF",533.89,240,222.5,58.3,12,2,13.5,0.8,3.6,6.4,2.6,27,23.4,,,,,232.1
"hitter","Kyle Karros","COL","3B",595.95,224.7,201.2,52,10.8,0.9,18.9,2.3,4.1,1.5,0.4,24.6,22.8,,,,,230.9
"hitter","Sung-Mun Song","SDP","3B",538.89,255.3,232.9,55.3,10.3,0.7,19,0.9,5.5,5,1,26.9,25.4,,,,,228.8
"pitcher","Yoendrys Gómez","TBR","P",,,,51,,,24,3,8,,,,,57,57,0,1,227.8
"hitter","Jose Trevino","CIN","C",595.53,265.1,243.8,57.9,10.6,0.1,15.8,1.8,6.4,0.8,0.2,25.4,27.2,,,,,225.7
"hitter","Dane Myers","CIN","",600.89,230.4,209.7,50.8,8.5,0.4,15.9,2.8,6,8.1,2.2,25.1,23.7,,,,,222.8
"pitcher","Payton Tolle","BOS","P",403.47,,,41,,,17,2,6,,,,,47,54,0,1,222.4
"hitter","Jeremiah Jackson","BAL","OF",568.47,235.9,220.4,52.7,10.8,0.9,11.9,1.3,7.2,4.2,1.6,26.4,27.8,,,,,222.1
"hitter","Robert Hassell III","WSN","OF",596.37,254.3,231.8,55.6,10.2,0.4,18.1,1.4,4.8,5.7,1.3,24.9,23.4,,,,,221.8
"hitter","David Fry","CLE","UT",581.63,230.3,206,46.1,9.7,0.3,18.8,3.8,7.3,2.2,0.4,24.7,26.2,,,,,221.1
"hitter","Everson Pereira","CHW","",600.89,219,197.7,44.3,8.1,0.8,17.2,2.3,7.8,3.9,1,24.6,24.7,,,,,214.7
"pitcher","Ben Brown","CHC","P",543.58,,,41,,,17,2,6,,,,,47,50,0,1,214.4
"hitter","Braxton Fulford","COL","C",599.89,210.6,189,45.2,9.6,1.1,14.8,4.2,6,2.8,0.9,24,23.3,,,,,214.2
"pitcher","Hayden Birdsong","SFG","P",583.42,,,54,,,30,3,8,,,,,58,59,0,1,213.4
"pitcher","Eric Lauer","TOR","P",572.89,,,55,,,19,3,10,,,,,58,50,0,4,213.2
"hitter","Justyn-Henry Malloy","TBR","",600.89,207.4,177.9,40.9,8.3,0.2,25.3,2.4,5.3,1.3,0.3,23.3,21.7,,,,,210.4
"pitcher","Connelly Early","BOS","P",251.63,,,44,,,19,2,5,,,,,47,48,0,1,208.9
"pitcher","Bailey Falter","KCR","P",,,,78,,,25,3,12,,,,,72,47,0,4,208.4
"pitcher","Mitchell Parker","WSN","P",,,,69,,,23,3,10,,,,,66,48,0,1,208
"hitter","Hunter Feduccia","TBR","C",597.79,256.1,225.4,48.3,9.9,0.9,27,1.2,4.6,1,0.2,25.8,23.7,,,,,207.8
"hitter","Joe Mack","MIA","C",458.79,236.8,214.5,47.2,9.4,0.4,17.6,2.4,7,1.9,0.6,23.9,25.6,,,,,206.8
"hitter","Travis d'Arnaud","LAA","",600.89,228.3,207.3,45.9,9.5,0.2,15,3,7.7,0.8,0.2,22.9,26,,,,,205.9
"hitter","Connor Wong","BOS","C",584.68,220.8,200.7,47.8,9.8,0.5,14.9,2.4,5.1,3.5,1.2,23.6,22.3,,,,,201.6
"hitter","Sam Haggerty","TEX","",600.89,210.8,188.6,45.5,8.5,1.6,17.2,2.3,3.1,10.9,2.5,25.5,17.9,,,,,201.6
"hitter","Luis Torrens","NYM","C",598.26,223.4,203.9,48,9.1,0.5,15.2,2,5.7,1.1,0.3,23.2,24.1,,,,,200.5
"pitcher","Joey Wentz","ATL","P",598.68,,,50,,,22,2,7,,,,,52,49,0,1,198.7
"hitter","Ben Williamson","TBR","3B",596.32,223.1,203.7,51,10.2,0.9,14.6,2.4,2.5,4,1.2,23.1,19.6,,,,,195.9
"pitcher","Ryan Gusto","MIA","P",,,,59,,,21,3,9,,,,,58,49,0,1,195.1
"hitter","Abimelec Ortiz","WSN","1B",568.21,201.7,182.5,41.2,8.2,0.7,15.7,1.9,7.1,0.7,0.5,21.5,23.4,,,,,194.8
"hitter","Blake Perkins","MIL","",600.89,224.8,198.8,43.6,8.2,1.3,22,1.3,4,7.8,2,24.2,20.1,,,,,193.5
"hitter","Daniel Schneemann","CLE","2B, 3B, OF",595.53,221.5,197.1,42.8,9,0.5,21,1.3,5.3,4.4,1.2,23.3,21.7,,,,,192.9
"pitcher","Corbin Burnes","ARI","P",430.32,,,39,,,14,2,4,,,,,42,40,0,0,192.2
"pitcher","Jordan Montgomery","TEX","P",,,,53,,,16,2,7,,,,,52,40,0,1,190.9
"pitcher","Antonio Senzatela","COL","P",,,,105,,,33,4,14,,,,,86,53,0,1,190.2
"hitter","Travis Bazzana","CLE","2B",456.32,213.8,186.3,39.7,8.2,0.9,23,2.5,4.6,3.5,0.8,23.3,19.7,,,,,189
"pitcher","Jon Gray","","P",,,,53,,,19,2,8,,,,,54,44,0,0,188.4
"pitcher","Charlie Morton","","P",,,,48,,,24,3,7,,,,,51,50,0,0,185.5
"pitcher","Marcus Stroman","","P",,,,62,,,24,3,8,,,,,60,41,0,0,185.4
"pitcher","Ryan Bergert","KCR","P",583.95,,,63,,,25,3,9,,,,,60,47,0,1,183.5
"pitcher","Jordan Wicks","CHC","P",598.11,,,43,,,15,2,6,,,,,45,40,0,1,180.4
"pitcher","JP Sears","SDP","P",577.79,,,45,,,14,2,8,,,,,47,39,0,1,166.4
"pitcher","River Ryan","LAD","P",539.26,,,39,,,18,2,5,,,,,41,40,0,1,164.5
"pitcher","Jason Alexander","HOU","P",,,,52,,,17,2,7,,,,,49,38,0,1,164.3
"pitcher","Tanner Gordon","COL","P",,,,71,,,14,3,11,,,,,60,41,0,1,159.1
"hitter","Bryce Teodosio","LAA","",600.89,217.6,200,41.9,8,1.8,11.6,3.1,3,9.2,2.3,22.3,16.6,,,,,151.4
"pitcher","Alex Cobb","","P",,,,36,,,14,2,4,,,,,37,31,0,0,145
"pitcher","Kai-Wei Teng","HOU","P",,,,30,,,15,2,4,,,,,33,36,0,1,142
"pitcher","Quinn Mathews","STL","P",558.42,,,39,,,21,2,5,,,,,40,38,0,0,140.1
"pitcher","Chase Petty","CIN","P",,,,49,,,21,2,7,,,,,47,35,0,1,139.3
"pitcher","Martín Pérez","ATL","P",,,,48,,,17,2,7,,,,,46,33,0,0,138.5
"pitcher","Mason Barnett","ATH","P",,,,45,,,20,2,7,,,,,44,38,0,1,136.5
"pitcher","Clarke Schmidt","NYY","P",,,,29,,,12,1,5,,,,,33,32,0,1,136.3
"pitcher","Drew Thorpe","CHW","P",,,,43,,,16,2,6,,,,,42,32,0,0,135.2
"pitcher","Colton Gordon","HOU","P",,,,40,,,12,2,7,,,,,40,33,0,1,133.9
"pitcher","Jonah Tong","NYM","P",348.11,,,22,,,13,1,3,,,,,27,33,0,1,133.7
"pitcher","Hayden Wesneski","HOU","P",,,,27,,,9,1,4,,,,,29,27,0,1,123.2
"pitcher","Gunnar Hoglund","ATH","P",,,,44,,,14,2,7,,,,,41,31,0,1,120.9
"pitcher","Walker Buehler","SDP","P",580.58,,,36,,,16,2,5,,,,,36,29,0,1,119.3
"pitcher","Adam Mazur","MIA","P",,,,34,,,10,1,5,,,,,33,25,0,1,115.3
"pitcher","Carson Whisenhunt","SFG","P",,,,30,,,11,1,4,,,,,30,25,0,1,112.8
"pitcher","Cade Povich","BAL","P",569.05,,,23,,,9,1,3,,,,,24,23,0,1,100.9
"pitcher","Brandon Young","BAL","P",,,,25,,,8,1,4,,,,,25,22,0,1,91.8
"pitcher","Sam Aldegheri","LAA","P",,,,40,,,18,2,7,,,,,38,27,0,0,85.1
"pitcher","Victor Mederos","LAA","P",,,,27,,,11,1,4,,,,,26,19,0,1,79
"pitcher","Mitch Farris","LAA","P",,,,25,,,12,1,4,,,,,25,22,0,0,75.8
"pitcher","McCade Brown","COL","P",,,,25,,,12,1,4,,,,,24,23,0,1,74.4
"pitcher","Trevor Williams","WSN","P",,,,30,,,9,1,5,,,,,27,20,0,1,74.3
"pitcher","Jack Kochanowicz","LAA","P",,,,25,,,9,1,3,,,,,23,15,0,1,72.3
"pitcher","Austin Gomber","TEX","P",,,,24,,,7,1,4,,,,,23,16,0,1,70.6
"pitcher","Carson Palmquist","COL","P",,,,27,,,13,1,5,,,,,26,23,0,1,68.7
"pitcher","Gage Jump","ATH","P",571.21,,,17,,,7,1,2,,,,,17,16,0,0,65
"pitcher","Ronel Blanco","HOU","P",,,,14,,,6,1,2,,,,,15,14,0,1,61
"pitcher","Wade Miley","","P",,,,25,,,9,1,4,,,,,23,16,0,0,58
"pitcher","Landon Knack","LAD","P",,,,19,,,7,1,4,,,,,19,16,0,1,54
"pitcher","Bradley Blalock","MIA","P",,,,20,,,7,1,3,,,,,18,12,0,1,48.3
"pitcher","AJ Smith-Shawver","ATL","P",,,,7,,,3,0,1,,,,,8,8,0,1,39.7
"pitcher","Cal Quantrill","TEX","P",,,,7,,,2,0,1,,,,,6,5,0,0,17.9
"pitcher","Luis F. Castillo","","P",,,,3,,,1,0,0,,,,,2.9125,3,0,0,16.8
"pitcher","Brandon Walter","HOU","P",,,,4,,,1,0,1,,,,,4.6263,4,0,0,16.5
"pitcher","Yu Darvish","SDP","P",,,,5,,,2,0,1,,,,,5.0788,5,0,0,16.3
"pitcher","Kyle Gibson","","P",,,,5,,,2,0,1,,,,,5.2616,4,0,0,15.6
"pitcher","Tylor Megill","NYM","P",,,,4,,,2,0,1,,,,,4.6292,5,0,0,15.6
"pitcher","Kyle Hendricks","","P",593.95,,,5,,,1,0,1,,,,,5.1019,3,0,0,15.5
"pitcher","Reese Olson","DET","P",435.58,,,4,,,2,0,1,,,,,4.7814,4,0,0,14.7
"pitcher","Nestor Cortes","","P",,,,5,,,2,0,1,,,,,5.1033,4,0,0,14.5
"pitcher","Tanner Houck","BOS","P",,,,5,,,2,0,1,,,,,5.0859,4,0,0,14.3
"pitcher","Easton Lucas","","P",,,,3,,,1,0,0,,,,,2.8403,2,0,0,14.2
"pitcher","Luis Ortiz","CLE","P",,,,4,,,2,0,1,,,,,4.679,4,0,0,13.9
"pitcher","Tony Gonsolin","","P",,,,4,,,2,0,1,,,,,4.6402,4,0,0,13.6
"pitcher","Clayton Kershaw","","P",,,,5,,,2,0,1,,,,,4.8242,4,0,0,12.4
"pitcher","Jackson Jobe","DET","P",,,,4,,,2,0,1,,,,,4.4477,4,0,0,12.2
"pitcher","Frankie Montas","","P",,,,4,,,2,0,1,,,,,4.3999,4,0,0,11.9
"pitcher","Didier Fuentes","ATL","P",,,,4,,,1,0,1,,,,,3.9889,4,0,0,11.8
"pitcher","Ben Lively","CLE","P",,,,5,,,2,0,1,,,,,4.9482,3,0,0,11.3
"pitcher","Bruce Zimmermann","STL","P",,,,5,,,1,0,1,,,,,4.4528,3,0,0,10.7
"pitcher","Andrew Heaney","","P",,,,5,,,2,0,1,,,,,4.5124,4,0,0,10.1
"pitcher","Bowden Francis","TOR","P",,,,4,,,1,0,1,,,,,3.9229,3,0,0,9.3
"pitcher","Carlos Carrasco","ATL","P",,,,5,,,2,0,1,,,,,4.5908,3,0,0,8.7
"pitcher","Logan Evans","SEA","P",,,,4,,,2,0,1,,,,,4.2163,3,0,0,8.5
"pitcher","Davis Daniel","CIN","P",,,,5,,,2,0,1,,,,,4.503,3,0,0,8
"pitcher","Rich Hill","","P",,,,5,,,2,0,1,,,,,4.4735,3,0,0,7.8
"pitcher","Connor Gillispie","PHI","P",,,,4,,,2,0,1,,,,,4.0785,3,0,0,7.5
"pitcher","Carson Spiers","CIN","P",,,,4,,,2,0,1,,,,,3.9406,3,0,0,6.5
"pitcher","Nabil Crismatt","TEX","P",,,,5,,,1,0,1,,,,,3.969,2,0,0,5.1
"pitcher","José De León","","P",,,,4,,,2,0,1,,,,,3.3474,3,0,0,2.1
